1.0000000000000000 1 2 3 4 5 6 7 8 9 10
-0.75265298395159705E-001 1 2 3 4 5 6 7 8 11 12
-0.71892411367196069E-001 1 2 3 4 5 6 9 10 13 14
0.42696939785703061E-001 1 2 3 4 5 6 8 9 11 14
0.42696939785703061E-001 1 2 3 4 5 6 7 10 12 13
-0.26424532155741649E-001 1 2 3 4 5 7 8 10 12 15
-0.26424532155741649E-001 1 2 3 4 6 7 8 9 11 16
