  -0.760890457074990  1  2  3  4  5  6  7  8  9 10
   0.140033328360509  1  2  3  4  5  6  9 10 15 16
   0.140033328360509  1  2  5  6  7  8  9 10 11 12
   0.140033326899590  1  2  3  4  7  8  9 10 13 14
   0.140033326899590  1  2  3  4  5  6  7  8 17 18
  -0.100995282383413  1  2  3  4  6  7  9 10 14 15
   0.100995282383412  1  2  3  5  6  7  8 10 11 18
   0.100995282383412  1  2  4  5  6  7  8  9 12 17
  -0.100995282383412  1  2  3  4  5  8  9 10 13 16
  -0.100995282275957  1  2  3  5  6  8  9 10 11 16
  -0.100995282275957  1  2  4  5  6  7  9 10 12 15
   0.100995281821533  1  2  3  4  5  7  8 10 13 18
   0.100995281821533  1  2  3  4  6  7  8  9 14 17
  -0.074384275790397  1  2  3  6  7  8  9 10 11 14
   0.074384275790397  1  2  3  4  5  6  7 10 15 18
  -0.074384275790397  1  2  4  5  7  8  9 10 12 13
   0.074384275790397  1  2  3  4  5  6  8  9 16 17
   0.073288782548913  1  2  3  4  6  7  9 10 13 16
   0.073288782548913  1  2  3  4  5  8  9 10 14 15
  -0.073288782548913  1  2  4  5  6  7  8  9 11 18
  -0.073288782548913  1  2  3  5  6  7  8 10 12 17
  -0.073288782287743  1  2  3  4  5  7  8 10 14 17
  -0.073288782287743  1  2  3  4  6  7  8  9 13 18
   0.073288781501818  1  2  4  5  6  7  9 10 11 16
   0.073288781501818  1  2  3  5  6  8  9 10 12 15
  -0.051238308710279  1  2  3  4  7  8 13 14 17 18
   0.049410149823519  1  3  4  5  6  8  9 10 16 19
   0.049410149823519  1  4  5  6  7  8  9 10 12 19
   0.049410149823519  2  3  5  6  7  8  9 10 11 20
   0.049410149823519  2  3  4  5  6  7  9 10 15 20
   0.049410149771066  1  3  4  6  7  8  9 10 14 19
  -0.049410149771066  1  3  4  5  6  7  8 10 18 19
   0.049410149771066  2  3  4  5  7  8  9 10 13 20
  -0.049410149771066  2  3  4  5  6  7  8  9 17 20
  -0.046723971181764  1  2  3  4  9 10 13 14 15 16
  -0.046723971181764  1  2  5  6  7  8 11 12 17 18
  -0.046677775878524  1  2  3  4  5  6  8  9 15 18
  -0.046677775878524  1  2  3  4  5  6  7 10 16 17
   0.046677775878524  1  2  3  6  7  8  9 10 12 13
   0.046677775878524  1  2  4  5  7  8  9 10 11 14
   0.045582283253387  1  2  3  4  5  6  7  8 13 14
   0.045582283253387  1  2  3  4  7  8  9 10 17 18
   0.045582282141250  1  2  3  4  7  8  9 10 15 16
   0.045582282141250  1  2  3  4  5  6  9 10 13 14
   0.045582282141250  1  2  3  4  5  6  7  8 11 12
   0.045582282141250  1  2  5  6  7  8  9 10 17 18
   0.045582281188831  1  2  3  4  5  6  9 10 11 12
   0.045582281188831  1  2  5  6  7  8  9 10 15 16
  -0.042209633017716  1  2  5  6  9 10 11 12 15 16
  -0.035156177783258  1  2  3  4  5  6 15 16 17 18
  -0.035156177783258  1  2  7  8  9 10 11 12 13 14
  -0.034254502125470  2  3  5  6  7  8  9 10 12 19
  -0.034254502125470  1  4  5  6  7  8  9 10 11 20
  -0.034254502125470  2  3  4  5  6  7  9 10 16 19
  -0.034254502125470  1  3  4  5  6  8  9 10 15 20
  -0.034254501944956  1  3  4  6  7  8  9 10 13 20
  -0.034254501944956  2  3  4  5  7  8  9 10 14 19
   0.034254501944956  2  3  4  5  6  7  8  9 18 19
   0.034254501944956  1  3  4  5  6  7  8 10 17 20
  -0.028282683343651  1  2  3  5  6 10 11 15 16 18
   0.028282683343651  1  2  5  8  9 10 11 12 13 16
  -0.028282683343651  1  2  4  5  6  9 12 15 16 17
   0.028282683343651  1  2  6  7  9 10 11 12 14 15
  -0.028282683309005  1  2  3  7  8 10 11 13 14 18
   0.028282683309005  1  2  3  4  5  8 13 16 17 18
   0.028282683309005  1  2  3  4  6  7 14 15 17 18
  -0.028282683309005  1  2  4  7  8  9 12 13 14 17
  -0.028282683254381  1  2  3  4  5 10 13 15 16 18
  -0.028282683254381  1  2  3  4  6  9 14 15 16 17
  -0.028282683254381  1  2  5  7  8 10 11 12 13 18
  -0.028282683254381  1  2  6  7  8  9 11 12 14 17
   0.028282682880922  1  2  4  7  9 10 12 13 14 15
   0.028282682880922  1  2  3  8  9 10 11 13 14 16
   0.028282682880922  1  2  3  5  6  8 11 16 17 18
   0.028282682880922  1  2  4  5  6  7 12 15 17 18
  -0.027940922209590  1  2  5  6  7 10 11 12 15 18
  -0.027940922209590  1  2  5  6  8  9 11 12 16 17
   0.027940922209590  1  2  3  6  9 10 11 14 15 16
   0.027940922209590  1  2  4  5  9 10 12 13 15 16
   0.027706500457126  1  2  3  4  5  7  9 10 14 16
