-1.000000000000000 1 2 3 4 5 6
.2941779103751329E-01 1 2 3 4 7 8
.3006326469751970E-01 1 2 5 6 9 10
-.1528042496367015E-01 1 2 4 5 7 10
-.1528042496367015E-01 1 2 3 6 8 9
-.3624421504525387E-02 1 2 3 5 8 10
-.3624421504525387E-02 1 2 4 6 7 9
