1.000000000000000 1 2 3 4 5 6 7 8 9 10
-.4777405792812055E-01 1 2 3 4 5 6 7 8 11 12
-.5390714493356617E-01 1 2 3 4 5 6 9 10 13 14
.3309858684544419E-01 1 2 3 4 5 6 8 9 11 14
.3309858684544419E-01 1 2 3 4 5 6 7 10 12 13
-.1235624693961713E-02 1 2 3 4 5 7 8 10 12 15
-.1235624693961713E-02 1 2 3 4 6 7 8 9 11 16
