   2   3   5   7  10  11  14  16  18  19   -1.00000000000E+00  -3.83345989436E+02   3.23062677330E-02
   1   4   6   8   9  12  13  15  17  20    1.00000000000E+00  -3.83345989436E+02   3.23062677330E-02
   2   4   5   7   9  11  14  16  18  19    5.41922704677E-01  -3.83348623256E+02   5.36435026487E-02
   2   3   6   7  10  11  14  16  17  19    5.42267000572E-01  -3.83348382076E+02   5.36246760870E-02
   1   3   6   8  10  12  13  15  17  20   -5.41922704677E-01  -3.83348623256E+02   5.36435026487E-02
   1   4   5   8   9  12  13  15  18  20   -5.42267000572E-01  -3.83348382076E+02   5.36246760870E-02
   2   3   5   7  10  12  13  16  18  19    5.42266999807E-01  -3.83348347285E+02   5.36218137990E-02
   2   3   5   7  10  11  14  15  18  20    5.41985765522E-01  -3.83348606857E+02   5.36400040601E-02
   1   4   6   8   9  11  14  15  17  20   -5.42266999807E-01  -3.83348347285E+02   5.36218137990E-02
   1   4   6   8   9  12  13  16  17  19   -5.41985765522E-01  -3.83348606857E+02   5.36400040601E-02
   2   4   5   7   9  12  13  16  18  19   -5.34445072270E-01  -3.83350173977E+02   5.48496223991E-02
   2   3   6   7  10  11  14  15  17  20   -5.34445069905E-01  -3.83350243948E+02   5.48472397409E-02
   1   3   6   8  10  11  14  15  17  20    5.34445072270E-01  -3.83350173977E+02   5.48496223991E-02
   1   4   5   8   9  12  13  16  18  19    5.34445069905E-01  -3.83350243948E+02   5.48472397409E-02
   2   3   4   5   7  11  14  16  18  19    4.71761900829E-01  -3.83347488288E+02   5.23299131471E-02
   2   3   7  10  11  14  16  17  18  19    4.71815977566E-01  -3.83347541539E+02   5.23256678922E-02
   2   3   5   7  10  11  14  18  19  20   -4.71784054715E-01  -3.83347477654E+02   5.23284116313E-02
   1   3   4   6   8  12  13  15  17  20    4.71761900829E-01  -3.83347488288E+02   5.23299131471E-02
   2   3   5   7  10  13  14  16  18  19    4.71814343452E-01  -3.83347549676E+02   5.23231126555E-02
   1   4   6   8   9  12  13  17  19  20   -4.71784054715E-01  -3.83347477654E+02   5.23284116313E-02
   1   4   6   8   9  13  14  15  17  20    4.71814343452E-01  -3.83347549676E+02   5.23231126555E-02
   1   4   8   9  12  13  15  17  18  20    4.71815977566E-01  -3.83347541539E+02   5.23256678922E-02
   2   3   5   6   7  10  11  14  16  19    4.67769934791E-01  -3.83345831852E+02   5.38000612452E-02
   1   4   5   6   8   9  12  13  15  20    4.67769934791E-01  -3.83345831852E+02   5.38000612452E-02
   2   5   7   9  10  11  14  16  18  19    4.67726022063E-01  -3.83345769781E+02   5.38053336821E-02
   2   3   5   7  10  11  12  16  18  19    4.67779892713E-01  -3.83345818093E+02   5.38003568419E-02
   2   3   5   7  10  11  14  15  16  18   -4.67744734826E-01  -3.83345769099E+02   5.38027287468E-02
   1   6   8   9  10  12  13  15  17  20    4.67726022063E-01  -3.83345769781E+02   5.38053336821E-02
   1   4   6   8   9  11  12  15  17  20    4.67779892713E-01  -3.83345818093E+02   5.38003568419E-02
   1   4   6   8   9  12  13  15  16  17   -4.67744734826E-01  -3.83345769099E+02   5.38027287468E-02
   2   3   4   5   7  10  11  16  18  19    3.62405531050E-01  -3.83352801497E+02   6.11704101927E-02
   1   3   4   6   8   9  12  15  17  20    3.62405531050E-01  -3.83352801497E+02   6.11704101927E-02
   2   3   5   7  10  11  14  16  19  20    3.62346138262E-01  -3.83352779090E+02   6.11766400551E-02
   1   4   6   8   9  12  13  15  19  20    3.62346138262E-01  -3.83352779090E+02   6.11766400551E-02
   2   3   5   7  10  11  14  16  17  18    3.62327158666E-01  -3.83352812857E+02   6.11765798050E-02
   1   4   6   8   9  12  13  15  17  18    3.62327158666E-01  -3.83352812857E+02   6.11765798050E-02
   2   5   7  10  11  13  14  16  18  19    3.62403707641E-01  -3.83352814769E+02   6.11681300051E-02
   1   6   8   9  12  13  14  15  17  20    3.62403707641E-01  -3.83352814769E+02   6.11681300051E-02
   1   2   3   5  10  11  14  16  18  19   -3.57472452928E-01  -3.83346454158E+02   7.50092962591E-02
   3   5   7   8  10  11  14  16  18  19   -3.57449523497E-01  -3.83346512530E+02   7.50089155861E-02
   1   2   4   6   9  12  13  15  17  20   -3.57472452928E-01  -3.83346454158E+02   7.50092962591E-02
   4   6   7   8   9  12  13  15  17  20   -3.57449523497E-01  -3.83346512530E+02   7.50089155861E-02
   4   6   8   9  11  12  13  15  17  20    3.53348054768E-01  -3.83348858132E+02   6.55830523369E-02
   1   4   6   9  12  13  15  16  17  20   -3.53410824897E-01  -3.83348755490E+02   6.55765435125E-02
   3   5   7  10  11  12  14  16  18  19    3.53348054768E-01  -3.83348858132E+02   6.55830523369E-02
   3   5   6   7  10  11  14  16  18  19   -3.53463200377E-01  -3.83348798539E+02   6.55657201726E-02
   2   3   5   9  10  11  14  16  18  19   -3.53436601239E-01  -3.83348744846E+02   6.55741882041E-02
   2   3   5  10  11  14  15  16  18  19   -3.53410824897E-01  -3.83348755490E+02   6.55765435125E-02
   4   5   6   8   9  12  13  15  17  20   -3.53463200377E-01  -3.83348798539E+02   6.55657201726E-02
   1   4   6   9  10  12  13  15  17  20   -3.53436601239E-01  -3.83348744846E+02   6.55741882041E-02
   1   4   6   7   8   9  12  13  17  20   -3.48795021901E-01  -3.83345531723E+02   5.95789925741E-02
   2   3   5   7   8  10  11  14  18  19   -3.48795021901E-01  -3.83345531723E+02   5.95789925741E-02
   1   2   4   6   8   9  13  15  17  20    3.48731389133E-01  -3.83345632374E+02   5.95872152297E-02
   1   2   3   5   7  10  14  16  18  19    3.48731389133E-01  -3.83345632374E+02   5.95872152297E-02
   2   3   5   7   8  11  14  16  18  19   -3.48816357302E-01  -3.83345525846E+02   5.95771405705E-02
   1   2   3   7  10  11  14  16  18  19   -3.48851229184E-01  -3.83345550698E+02   5.95733480513E-02
   1   4   6   7   8  12  13  15  17  20   -3.48816357302E-01  -3.83345525846E+02   5.95771405705E-02
   1   2   4   8   9  12  13  15  17  20   -3.48851229184E-01  -3.83345550698E+02   5.95733480513E-02
   2   3   6   7  10  11  14  17  19  20    3.38017682010E-01  -3.83350105262E+02   6.63176564989E-02
   2   4   5   7   9  13  14  16  18  19   -3.37840710108E-01  -3.83350414427E+02   6.63324710160E-02
