NDET 441
NORB 14
NEL  10

01101111111001    0    4    22.87522       0.228169981437200  Y  -1.65135912E+03       0
10011111110110    4    4    22.87522       0.228169981437200  Y  -1.65135912E+03       0
00111111111100    2    0   -22.85304       0.227948690912224  Y  -1.65139879E+03       0
11001111110011    2    0   -22.08455       0.220283406130196  Y  -1.65121242E+03       0
01101111111100    1    2    16.39177       0.163500502225150  Y  -1.65165512E+03       0
10011111111100    3    2   -16.39177       0.163500502225150  Y  -1.65165512E+03       0
10111111110100    3    2   -16.22565       0.161843502546706  Y  -1.65150696E+03       0
01111111111000    1    2    16.22565       0.161843502546705  Y  -1.65150696E+03       0
11001111110110    3    2    16.10510       0.160641085794518  Y  -1.65155944E+03       0
11001111111001    1    2   -16.10510       0.160641085794518  Y  -1.65155944E+03       0
11011111110010    3    2   -15.94642       0.159058316174100  Y  -1.65140346E+03       0
11101111110001    1    2    15.94642       0.159058316174100  Y  -1.65140346E+03       0
00011111111110    3    2   -15.38762       0.153484566295726  Y  -1.65119690E+03       0
00101111111101    1    2    15.38762       0.153484566295726  Y  -1.65119690E+03       0
01001111111011    1    2    15.12906       0.150905562334246  Y  -1.65111403E+03       0
10001111110111    3    2   -15.12906       0.150905562334245  Y  -1.65111403E+03       0
00111111110110    3    2    14.97961       0.149414776386571  Y  -1.65104784E+03       0
00111111111001    1    2   -14.97961       0.149414776386571  Y  -1.65104784E+03       0
01101111110011    1    2    14.72149       0.146840226499638  Y  -1.65095716E+03       0
10011111110011    3    2   -14.72149       0.146840226499638  Y  -1.65095716E+03       0
11101111110100    2    2    11.61246       0.115828978916306  Y  -1.65173002E+03       0
11011111111000    2    2   -11.61246       0.115828978916306  Y  -1.65173002E+03       0
10101111110101    2    4   -11.53236       0.115030033338442  Y  -1.65136056E+03       0
01011111111010    2    4   -11.53236       0.115030033338442  Y  -1.65136056E+03       0
10011111111001    2    4   -11.34287       0.113139948010913  Y  -1.65135989E+03       0
01101111110110    2    4   -11.34287       0.113139948010913  Y  -1.65135989E+03       0
10001111111101    2    2    11.02112       0.109930723376631  Y  -1.65143049E+03       0
01001111111110    2    2   -11.02112       0.109930723376631  Y  -1.65143049E+03       0
11001111111100    2    0   -10.71220       0.106849292647456  Y  -1.65179973E+03       0
10111111110001    2    2   -10.64893       0.106218267947702  Y  -1.65112546E+03       0
01111111110010    2    2    10.64893       0.106218267947702  Y  -1.65112546E+03       0
11111111110000    2    0   -10.50099       0.104742619636290  Y  -1.65149581E+03       0
00101111110111    2    2   -10.14483       0.101190108724280  Y  -1.65082549E+03       0
00011111111011    2    2    10.14483       0.101190108724280  Y  -1.65082549E+03       0
00001111111111    2    0   -9.400899       0.093769710559323  Y  -1.65089631E+03       0
00111111110011    2    0   -8.874299       0.088517110479369  Y  -1.65059017E+03       0
01101011111101    1    4   -7.960600       0.079403382385217  Y  -1.65169126E+03       0
10010111111110    4    4   -7.960600       0.079403382385217  Y  -1.65169126E+03       0
11001011110111    3    2   -7.899027       0.078789218876245  Y  -1.65158168E+03       0
11000111111011    2    2    7.899027       0.078789218876245  Y  -1.65158168E+03       0
01111110111001    1    4    7.717207       0.076975641893366  Y  -1.65174273E+03       0
