 # List of sign-inconsistent amplitudes in the trial wave function.
 # (Det. Index, FCI Amp., Trial Wfn. Amp., Occupation Numbers ...)

  33321 -7.81131493190E-03  1.86711002765E-04    1  4  5 10 12 13 16 17 18 19
  33322  7.81131459785E-03 -1.86714519546E-04    2  4  5  9 12 13 14 15 18 19
  33323  7.81131430817E-03 -1.86714519546E-04    1  3  6 10 11 13 14 16 17 20
  33324 -7.81131297861E-03  1.86693020253E-04    3  4  5  8 10 11 14 15 17 20
  33325 -7.81131242864E-03  1.86711763711E-04    3  6  7 10 12 14 15 17 19 20
  33326 -7.81131213897E-03  1.86711763711E-04    4  5  8  9 11 13 16 18 19 20
  33327 -7.81130519990E-03  1.86711002765E-04    2  3  6  9 11 14 15 17 18 20
  33328 -7.81130324662E-03  1.86693020253E-04    3  4  6  7  9 12 13 16 18 19
  36757 -5.98446446983E-03  2.85632319778E-05    1  2  3  6  7 10 12 14 15 17
  36758  5.98446319922E-03 -2.85647500704E-05    2  4  5  7  8  9 12 15 18 19
  36759 -5.98446114170E-03  2.85603779522E-05    1  2  5  8 10 11 14 15 17 20
  36760 -5.98445857328E-03  2.85651168289E-05    1  4  5  7  8 10 12 13 16 19
  36761 -5.98445847212E-03  2.85632319778E-05    1  2  4  5  8  9 11 13 16 18
  36762  5.98445720150E-03 -2.85647500704E-05    1  3  6  7  8 10 11 16 17 20
  36763 -5.98444437980E-03  2.85603779522E-05    1  2  6  7  9 12 13 16 18 19
  36764 -5.98444181138E-03  2.85651168289E-05    2  3  6  7  8  9 11 14 15 20
  38665  5.06563101914E-03 -6.76157630605E-04    1  2  3  6 10 12 13 14 15 17
  38666  5.06562938886E-03 -6.76158392342E-04    4  5  7  8  9 12 15 18 19 20
  38667 -5.06562577956E-03  6.76157630605E-04    1  2  4  5  9 11 13 14 16 18
  38668 -5.06562414927E-03  6.76158392342E-04    3  6  7  8 10 11 16 17 19 20
  38669  5.06562339463E-03 -6.76073132499E-04    1  2  5 10 11 14 15 17 18 20
  38670 -5.06562187929E-03  6.76073132499E-04    1  2  6  9 12 13 16 17 18 19
  38671  5.06562136922E-03 -6.76144902963E-04    3  4  5  7  8 10 12 13 16 19
  38672 -5.06561985387E-03  6.76144902963E-04    3  4  6  7  8  9 11 14 15 20
  40029 -4.57980387658E-03  4.40737950703E-04    2  4  5  9 12 13 14 15 17 18
  40030  4.57980246862E-03 -4.40738740650E-04    3  4  6  7 10 12 15 17 19 20
  40031  4.57979781326E-03 -4.40737950703E-04    1  3  6 10 11 13 14 16 17 18
  40032  4.57979673054E-03 -4.40738220165E-04    1  5 10 12 13 14 16 17 18 19
  40033 -4.57979640531E-03  4.40738740650E-04    3  4  5  8  9 11 16 18 19 20
  40034 -4.57979537017E-03  4.40684032012E-04    3  4  5  8 10 11 14 15 19 20
  40035 -4.57978939161E-03  4.40738220165E-04    2  6  9 11 13 14 15 17 18 20
  40036  4.57978803124E-03 -4.40684032012E-04    3  4  6  7  9 12 13 16 19 20
  40077 -4.56408641361E-03  8.88753522912E-04    1  2  3  6 10 11 13 14 16 17
  40078  4.56408589843E-03 -8.88753522912E-04    1  2  4  5  9 12 13 14 15 18
  40079 -4.56408460073E-03  8.88754381599E-04    4  5  7  8  9 11 16 18 19 20
