   2   3   5   6   7   8   9  10  11  14   -1.00000000000E+00  -1.65602191834E+03   1.80788421051E-01
   1   4   5   6   7   8   9  10  12  13   -1.00000000000E+00  -1.65602191834E+03   1.80788421051E-01
   3   4   5   6   7   8   9  10  11  12    9.96809883738E-01  -1.65604191220E+03   1.67934844134E-01
   1   2   5   6   7   8   9  10  13  14    9.61782527025E-01  -1.65603150787E+03   2.07113216130E-01
   2   3   5   6   7   8   9  10  11  12   -7.15085875315E-01  -1.65601818412E+03   4.03047266360E-01
   1   4   5   6   7   8   9  10  11  12    7.15085875315E-01  -1.65601818412E+03   4.03047266360E-01
   1   3   4   5   6   7   8   9  10  12    7.07468571046E-01  -1.65601690554E+03   3.77094757701E-01
   2   3   4   5   6   7   8   9  10  11   -7.07468571046E-01  -1.65601690554E+03   3.77094757701E-01
   1   2   5   6   7   8   9  10  12  13   -7.08094866799E-01  -1.65600697790E+03   4.05264638168E-01
   1   2   5   6   7   8   9  10  11  14    7.08094866799E-01  -1.65600697790E+03   4.05264638168E-01
   1   2   4   5   6   7   8   9  10  13    6.97694244165E-01  -1.65601879855E+03   3.96227810337E-01
   1   2   3   5   6   7   8   9  10  14   -6.97694244165E-01  -1.65601879855E+03   3.96227810337E-01
   4   5   6   7   8   9  10  11  12  13    6.76271825192E-01  -1.65601686395E+03   3.68230978024E-01
   3   5   6   7   8   9  10  11  12  14   -6.76271825192E-01  -1.65601686395E+03   3.68230978024E-01
   2   5   6   7   8   9  10  11  13  14   -6.62843594155E-01  -1.65600909677E+03   3.72410249823E-01
   1   5   6   7   8   9  10  12  13  14    6.62843594155E-01  -1.65600909677E+03   3.72410249823E-01
   3   4   5   6   7   8   9  10  12  13   -6.56038723934E-01  -1.65601868452E+03   3.47073669392E-01
   3   4   5   6   7   8   9  10  11  14    6.56038723934E-01  -1.65601868452E+03   3.47073669392E-01
   2   3   5   6   7   8   9  10  13  14   -6.40551853416E-01  -1.65601443527E+03   3.73799846166E-01
   1   4   5   6   7   8   9  10  13  14    6.40551853416E-01  -1.65601443527E+03   3.73799846166E-01
   1   2   3   5   6   7   8   9  10  12   -5.09712247927E-01  -1.65601013888E+03   5.81436793371E-01
   1   2   4   5   6   7   8   9  10  11    5.09712247927E-01  -1.65601013888E+03   5.81436793371E-01
   1   3   5   6   7   8   9  10  12  14    5.05902735403E-01  -1.65600161896E+03   4.71982118585E-01
   2   4   5   6   7   8   9  10  11  13    5.05902735403E-01  -1.65600161896E+03   4.71982118585E-01
   1   4   5   6   7   8   9  10  11  14    4.93371567552E-01  -1.65602517324E+03   5.07858178797E-01
   2   3   5   6   7   8   9  10  12  13    4.93371567552E-01  -1.65602517324E+03   5.07858178797E-01
   1   5   6   7   8   9  10  11  12  14   -4.82573056135E-01  -1.65600833153E+03   6.15402852080E-01
   2   5   6   7   8   9  10  11  12  13    4.82573056135E-01  -1.65600833153E+03   6.15402852080E-01
   1   2   5   6   7   8   9  10  11  12    4.78378952640E-01  -1.65592741076E+03   8.51594908807E-01
   1   3   4   5   6   7   8   9  10  14    4.62037553775E-01  -1.65601401842E+03   6.00133200176E-01
   2   3   4   5   6   7   8   9  10  13   -4.62037553775E-01  -1.65601401842E+03   6.00133200176E-01
   1   2   3   4   5   6   7   8   9  10    4.62543241800E-01  -1.65596100540E+03   8.28537228187E-01
   3   5   6   7   8   9  10  12  13  14    4.42978334712E-01  -1.65603266747E+03   4.90036726243E-01
   4   5   6   7   8   9  10  11  13  14   -4.42978334712E-01  -1.65603266747E+03   4.90036726243E-01
   5   6   7   8   9  10  11  12  13  14    4.22234059271E-01  -1.65593716622E+03   8.23009461082E-01
   3   4   5   6   7   8   9  10  13  14    3.95588433914E-01  -1.65593410439E+03   7.89019649377E-01
   2   3   5   7   8   9  10  11  12  14    3.55318644411E-01  -1.65600668164E+03   8.35799960546E-01
   1   4   6   7   8   9  10  11  12  13    3.55318644411E-01  -1.65600668164E+03   8.35799960546E-01
   1   2   5   7   8   9  10  12  13  14    3.48192347807E-01  -1.65592680735E+03   8.04020586229E-01
   1   2   6   7   8   9  10  11  13  14   -3.48192347807E-01  -1.65592680735E+03   8.04020586229E-01
   2   3   4   5   6   7   9  10  11  14   -3.43114040275E-01  -1.65596550502E+03   3.70588517342E-01
   1   3   4   5   6   8   9  10  12  13   -3.43114040275E-01  -1.65596550502E+03   3.70588517342E-01
   1   2   4   5   6   7   9  10  12  13   -3.37577040267E-01  -1.65597064623E+03   3.79666871219E-01
   1   2   3   5   6   8   9  10  11  14   -3.37577040267E-01  -1.65597064623E+03   3.79666871219E-01
   1   2   4   5   6   7   9  10  13  14    3.37220131656E-01  -1.65587286481E+03   3.66507413190E-01
   1   2   3   5   6   8   9  10  13  14   -3.37220131656E-01  -1.65587286481E+03   3.66507413190E-01
   2   3   4   5   6   7   9  10  11  12   -3.43585440616E-01  -1.65595796456E+03   3.85716648742E-01
   1   3   4   5   6   8   9  10  11  12    3.43585440616E-01  -1.65595796456E+03   3.85716648742E-01
   2   3   6   7   8   9  10  11  13  14    3.20614825664E-01  -1.65598282338E+03   6.82157570945E-01
   1   4   5   7   8   9  10  12  13  14    3.20614825664E-01  -1.65598282338E+03   6.82157570945E-01
   3   4   5   7   8   9  10  11  12  14   -3.29860474540E-01  -1.65596517747E+03   6.74046345967E-01
   3   4   6   7   8   9  10  11  12  13    3.29860474540E-01  -1.65596517747E+03   6.74046345967E-01
   1   2   3   5   7   8   9  10  12  14   -2.51418900117E-01  -1.65600760635E+03   1.04591277049E+00
   1   2   4   6   7   8   9  10  11  13   -2.51418900117E-01  -1.65600760635E+03   1.04591277049E+00
   1   2   6   7   8   9  10  11  12  13    2.47889485655E-01  -1.65605032286E+03   1.22759216873E+00
   1   2   5   7   8   9  10  11  12  14   -2.47889485655E-01  -1.65605032286E+03   1.22759216873E+00
   1   2   4   5   6   7   9  10  11  14    2.50338574124E-01  -1.65597785207E+03   6.81361666583E-01
   1   2   3   5   6   8   9  10  12  13    2.50338574124E-01  -1.65597785207E+03   6.81361666583E-01
   1   2   4   5   6   7   9  10  11  12    2.38280423854E-01  -1.65608516690E+03   7.68662970554E-01
   1   2   3   5   6   8   9  10  11  12   -2.38280423854E-01  -1.65608516690E+03   7.68662970554E-01
   1   2   3   4   5   6   7   9  10  14   -2.35144464137E-01  -1.65600209333E+03   7.06343302416E-01
   1   2   3   4   5   6   8   9  10  13    2.35144464137E-01  -1.65600209333E+03   7.06343302416E-01
   2   3   6   7   8   9  10  11  12  13   -2.40216618808E-01  -1.65601318871E+03   9.52054041400E-01
   1   4   5   7   8   9  10  11  12  14   -2.40216618808E-01  -1.65601318871E+03   9.52054041400E-01
   1   2   3   4   5   6   7   9  10  12   -2.34582979599E-01  -1.65605810493E+03   7.38742634151E-01
   1   2   3   4   5   6   8   9  10  11    2.34582979599E-01  -1.65605810493E+03   7.38742634151E-01
   2   3   5   7   8   9  10  12  13  14   -2.33976729221E-01  -1.65598858755E+03   9.31169249778E-01
   1   4   6   7   8   9  10  11  13  14   -2.33976729221E-01  -1.65598858755E+03   9.31169249778E-01
   2   5   7   8   9  10  11  12  13  14    2.36335757729E-01  -1.65613091636E+03   1.01081266990E+00
   1   6   7   8   9  10  11  12  13  14   -2.36335757729E-01  -1.65613091636E+03   1.01081266990E+00
   2   3   4   6   7   8   9  10  11  13    2.31139973197E-01  -1.65603407726E+03   9.34543937460E-01
   1   3   4   5   7   8   9  10  12  14    2.31139973197E-01  -1.65603407726E+03   9.34543937460E-01
   2   4   5   6   7   9  10  11  13  14   -2.33889480099E-01  -1.65606492522E+03   4.79711164458E-01
   1   3   5   6   8   9  10  12  13  14   -2.33889480099E-01  -1.65606492522E+03   4.79711164458E-01
   2   4   5   6   7   9  10  11  12  13    2.34761829649E-01  -1.65611201478E+03   5.20863941079E-01
   1   3   5   6   8   9  10  11  12  14    2.34761829649E-01  -1.65611201478E+03   5.20863941079E-01
   2   3   4   5   6   7   9  10  12  13    2.28274675812E-01  -1.65597583526E+03   5.54301515197E-01
   1   3   4   5   6   8   9  10  11  14    2.28274675812E-01  -1.65597583526E+03   5.54301515197E-01
   1   3   4   5   6   8   9  10  13  14    2.16088435450E-01  -1.65602680531E+03   5.70517025552E-01
   2   3   4   5   6   7   9  10  13  14   -2.16088435450E-01  -1.65602680531E+03   5.70517025552E-01
   4   5   7   8   9  10  11  12  13  14    2.20084434402E-01  -1.65610884782E+03   8.42428309607E-01
