-1.0000000000000000 1 2 3 4 5 6 7 8 9 10 11 12 13 14
0.11018925621622629 1 2 3 4 5 6 7 8 9 10 11 12 15 16
0.60861974812086696E-001 1 2 3 4 5 6 7 8 9 10 13 14 17 18
