   1   3   6   7  10  12        -0.100000E+01     -0.684612E+01      0.354344E-01
   2   4   5   8   9  11         0.100000E+01     -0.684612E+01      0.354344E-01
   2   3   5   8   9  12        -0.444444E+00     -0.684621E+01      0.801825E-01
   1   4   5   8  10  11        -0.444444E+00     -0.684621E+01      0.801825E-01
   2   4   5   7  10  11        -0.444444E+00     -0.684621E+01      0.801825E-01
   2   3   6   8   9  11        -0.444444E+00     -0.684621E+01      0.801825E-01
   1   4   6   7  10  11         0.444444E+00     -0.684621E+01      0.801825E-01
   2   3   6   7   9  12         0.444444E+00     -0.684621E+01      0.801825E-01
   1   3   6   8   9  12         0.444444E+00     -0.684621E+01      0.801825E-01
   1   4   5   7  10  12         0.444444E+00     -0.684621E+01      0.801825E-01
   2   3   5   7  10  12         0.444444E+00     -0.684621E+01      0.801827E-01
   1   3   6   8  10  11         0.444444E+00     -0.684621E+01      0.801827E-01
   1   4   6   8   9  11        -0.444444E+00     -0.684621E+01      0.801827E-01
   2   4   5   7   9  12        -0.444444E+00     -0.684621E+01      0.801827E-01
   1   2   3   6   7  12         0.666667E+00     -0.654948E+01      0.554145E-01
   1   3   6   7   8  12         0.666667E+00     -0.654948E+01      0.554145E-01
   1   2   4   5   8  11         0.666667E+00     -0.654948E+01      0.554145E-01
   2   4   5   7   8  11         0.666667E+00     -0.654948E+01      0.554145E-01
   1   6   7  10  11  12         0.666667E+00     -0.654948E+01      0.554145E-01
   1   5   6   7  10  12         0.666667E+00     -0.654948E+01      0.554145E-01
   2   5   8   9  11  12         0.666667E+00     -0.654948E+01      0.554145E-01
   2   5   6   8   9  11         0.666667E+00     -0.654948E+01      0.554145E-01
   2   3   4   5   8   9         0.666667E+00     -0.654948E+01      0.554145E-01
   2   3   4   8   9  11         0.666667E+00     -0.654948E+01      0.554145E-01
   1   3   4   6   7  10         0.666667E+00     -0.654948E+01      0.554145E-01
   1   3   4   7  10  12         0.666667E+00     -0.654948E+01      0.554145E-01
   2   4   5   9  10  11         0.666667E+00     -0.654948E+01      0.554145E-01
   4   5   8   9  10  11         0.666667E+00     -0.654948E+01      0.554145E-01
   1   3   6   9  10  12         0.666667E+00     -0.654948E+01      0.554145E-01
   3   6   7   9  10  12         0.666667E+00     -0.654948E+01      0.554145E-01
   1   2   3   7  10  12        -0.666667E+00     -0.654948E+01      0.554145E-01
   1   3   6  10  11  12        -0.666667E+00     -0.654948E+01      0.554145E-01
   1   3   6   7   8  10        -0.666667E+00     -0.654948E+01      0.554145E-01
   3   5   6   7  10  12        -0.666667E+00     -0.654948E+01      0.554145E-01
   1   2   4   8   9  11        -0.666667E+00     -0.654948E+01      0.554145E-01
   2   4   5   9  11  12        -0.666667E+00     -0.654948E+01      0.554145E-01
   2   4   5   7   8   9        -0.666667E+00     -0.654948E+01      0.554145E-01
   4   5   6   8   9  11        -0.666667E+00     -0.654948E+01      0.554145E-01
   1   2   3   4   7   8         0.100000E+01     -0.623165E+01      0.354344E-01
   5   6   9  10  11  12         0.100000E+01     -0.623165E+01      0.354344E-01
   1   2   3   7   8  12         0.666667E+00     -0.634719E+01      0.541457E-01
   1   2   3   6   7   8        -0.666667E+00     -0.634719E+01      0.541457E-01
   1   2   4   7   8  11        -0.666667E+00     -0.634719E+01      0.541457E-01
   1   2   4   5   7   8         0.666667E+00     -0.634719E+01      0.541457E-01
   1   5   6  10  11  12         0.666667E+00     -0.634719E+01      0.541457E-01
   2   5   6   9  11  12        -0.666667E+00     -0.634719E+01      0.541457E-01
   5   6   7  10  11  12        -0.666667E+00     -0.634719E+01      0.541457E-01
   5   6   8   9  11  12         0.666667E+00     -0.634719E+01      0.541457E-01
   1   2   3   4   7  12        -0.666667E+00     -0.634719E+01      0.541458E-01
   1   3   4   6   7   8        -0.666667E+00     -0.634719E+01      0.541458E-01
   1   6   9  10  11  12        -0.666667E+00     -0.634719E+01      0.541458E-01
   1   2   3   4   8  11         0.666667E+00     -0.634719E+01      0.541458E-01
   5   6   7   9  10  12        -0.666667E+00     -0.634719E+01      0.541458E-01
   2   3   4   5   7   8         0.666667E+00     -0.634719E+01      0.541458E-01
   1   2   3   4   7  10        -0.666667E+00     -0.634719E+01      0.541458E-01
   1   3   4   7   8  10         0.666667E+00     -0.634719E+01      0.541458E-01
   2   5   9  10  11  12         0.666667E+00     -0.634719E+01      0.541458E-01
   5   6   8   9  10  11         0.666667E+00     -0.634719E+01      0.541458E-01
   3   5   6   9  10  12         0.666667E+00     -0.634719E+01      0.541458E-01
   1   2   3   4   8   9         0.666667E+00     -0.634719E+01      0.541458E-01
   3   6   9  10  11  12        -0.666667E+00     -0.634719E+01      0.541458E-01
   2   3   4   7   8   9        -0.666667E+00     -0.634719E+01      0.541458E-01
   4   5   6   9  10  11        -0.666667E+00     -0.634719E+01      0.541458E-01
   4   5   9  10  11  12         0.666667E+00     -0.634719E+01      0.541458E-01
   1   4   5  10  11  12         0.444444E+00     -0.654984E+01      0.787215E-01
   1   2   3   8   9  12         0.444444E+00     -0.654984E+01      0.787215E-01
   4   5   6   7  10  11         0.444444E+00     -0.654984E+01      0.787215E-01
