-1.0000000000000000 1 2 3 4 5 6 7 8 9 10 11 12 13 14
0.10816270277486600 1 2 3 4 5 6 7 8 9 10 11 12 15 16
0.63482345432496604E-001 1 2 3 4 5 6 7 8 9 10 13 14 17 18
-0.44374882025418318E-001 1 2 3 4 5 6 7 8 9 10 12 13 15 18
-0.44374882025418318E-001 1 2 3 4 5 6 7 8 9 10 11 14 16 17
