-1.000000000000000 1 2 3 4 5 6 7 8 9 10 11 12 13 14
.1233496488420530 1 2 3 4 5 6 7 8 9 10 11 12 15 16
.1020627096365900 1 2 3 4 5 6 7 8 9 10 13 14 17 18
-.7257625462086766E-01 1 2 3 4 5 6 7 8 9 10 12 13 15 18
-.7257625462086766E-01 1 2 3 4 5 6 7 8 9 10 11 14 16 17
