0.98633999999999999 1 2 3 4 5 6 7 8 9 10
-0.71896258873342431E-001 1 2 3 4 5 6 9 10 13 14
-0.70248348039580827E-001 1 2 3 4 5 6 7 8 11 12
0.61831512001350286E-001 1 2 3 4 5 6 8 9 12 13
0.61831512001350286E-001 1 2 3 4 5 6 7 10 11 14
-0.59172023479374371E-001 1 2 3 4 5 6 8 10 11 13
-0.59172023479374371E-001 1 2 3 4 5 6 7 9 12 14
