# system | Method | VMC_______________ | Var.__________________________________| %Ecorr._| FN-FCIQMC__________________________ | %Ecorr._| %Retrieved__
fe(10e7o)  HF      -1655.9302813291592   5.299028584715E-01 2.603688295820E-02   0.00000  -1655.976573195636 3.347316216930e-06  48.799(4)  48.799(4) 
          *SJ      -1656.0126548351977   6.062973481808E-02 6.279973325397E-04            -1656.012748843472 2.041458662230e-07
          *SJ2     -1656.0138179478124   4.626634252636E-02 5.652362995385E-04            -1656.013967350754 1.916883433551e-07
          *SJ5     -1656.0186880977146   5.564110051293E-02 4.859143645039E-04            -1656.019389180386 1.941016239484e-07
          *SJB     -1656.0221400869298   1.446025646434E-02 1.785371203601E-04            -1656.022650207467 2.651080562537e-07
          *SJB2    -1656.0237442116240   5.630926076278E-03 6.084368725908E-05            -1656.023902279834 1.556880579198e-07
          *SJB5    -1656.0237899423437   6.278305528282E-03 4.035360745147E-05            -1656.024281056925 2.769912841855e-07
					
-- benchmark = -1656.024971782
