1.0000000000000000 1 2 3 4 5 6 7 8 9 10
-0.45375839871180053E-001 1 2 3 4 5 6 7 8 11 12
-0.47958049437011332E-001 1 2 3 4 5 6 9 10 13 14
0.31615789997831080E-001 1 2 3 4 5 6 8 9 11 14
0.31615789997831080E-001 1 2 3 4 5 6 7 10 12 13
