-1.000000000000000 1 2 3 4 5 6
.1306218547961849E-01 1 2 3 4 7 8
.1293045309716136E-01 1 2 5 6 9 10
-.1246144760505927E-01 1 2 4 5 7 10
-.1246144760505927E-01 1 2 3 6 8 9
-.4771133075797961E-03 1 2 3 5 8 10
-.4771133075797961E-03 1 2 4 6 7 9
.9631298349497244E-06 1 4 5 6 10 11
.9631298349497244E-06 2 3 5 6 9 12
