-1.0000000000000000 1 2 3 4 5 6
0.76158692321419197E-001 1 2 3 4 7 8
0.90791515775099446E-001 1 2 5 6 9 10
-0.54103424792556053E-001 1 2 4 5 7 10
-0.54103424792556053E-001 1 2 3 6 8 9
-0.12235112456888554E-001 1 2 3 5 8 10
-0.12235112456888554E-001 1 2 4 6 7 9
-0.13599006496978681E-001 1 4 5 6 10 11
-0.13599006496978681E-001 2 3 5 6 9 12
0.13599006496978681E-001 2 3 4 5 7 12
0.13599006496978681E-001 1 3 4 6 8 11
