 -0.238232446326806  1  3  6  7 10 12 
  0.238232439820472  2  4  5  8  9 11 
 -0.104757650929130  2  3  5  8  9 12 
 -0.104757650901480  1  4  5  8 10 11 
 -0.104757650663585  2  4  5  7 10 11 
 -0.104757650635949  2  3  6  8  9 11 
  0.104757642942088  1  4  6  7 10 11 
  0.104757642914449  2  3  6  7  9 12 
  0.104757642676316  1  3  6  8  9 12 
  0.104757642648669  1  4  5  7 10 12 
  0.104757558870134  2  3  5  7 10 12 
  0.104757558842495  1  3  6  8 10 11 
 -0.104757557821029  1  4  6  8  9 11 
 -0.104757557793390  2  4  5  7  9 12 
  0.100912679124030  1  2  3  6  7 12 
  0.100912678342942  1  3  6  7  8 12 
  0.100912677718665  1  2  4  5  8 11 
  0.100912676937308  2  4  5  7  8 11 
  0.100912676492048  1  6  7 10 11 12 
  0.100912676111240  1  5  6  7 10 12 
  0.100912675086684  2  5  8  9 11 12 
  0.100912674705605  2  5  6  8  9 11 
  0.100912657375954  2  3  4  5  8  9 
  0.100912657133930  2  3  4  8  9 11 
  0.100912655567366  1  3  4  6  7 10 
  0.100912655325495  1  3  4  7 10 12 
  0.100912654941279  2  4  5  9 10 11 
  0.100912654660447  4  5  8  9 10 11 
  0.100912653132844  1  3  6  9 10 12 
  0.100912652851861  3  6  7  9 10 12 
 -0.100912612432834  1  2  3  7 10 12 
 -0.100912611891955  1  3  6 10 11 12 
 -0.100912611361746  1  3  6  7  8 10 
 -0.100912610847054  3  5  6  7 10 12 
 -0.100912609596702  1  2  4  8  9 11 
 -0.100912609055827  2  4  5  9 11 12 
 -0.100912608525686  2  4  5  7  8  9 
 -0.100912608010991  4  5  6  8  9 11 
  0.082884370626027  1  2  3  4  7  8 
  0.082884367329169  5  6  9 10 11 12 
  0.066709308421839  1  2  3  7  8 12 
 -0.066709308142868  1  2  3  6  7  8 
 -0.066709307763310  1  2  4  7  8 11 
  0.066709307484228  1  2  4  5  7  8 
  0.066709307411772  1  5  6 10 11 12 
 -0.066709306753247  2  5  6  9 11 12 
 -0.066709306543737  5  6  7 10 11 12 
  0.066709305885099  5  6  8  9 11 12 
 -0.066709298663198  1  2  3  4  7 12 
 -0.066709298217464  1  3  4  6  7  8 
 -0.066709296301069  1  6  9 10 11 12 
  0.066709296264705  1  2  3  4  8 11 
 -0.066709295821262  5  6  7  9 10 12 
  0.066709295819007  2  3  4  5  7  8 
 -0.066709294813759  1  2  3  4  7 10 
  0.066709294276292  1  3  4  7  8 10 
