-1.0000000000000000 1 2 3 4 5 6
0.29422271525364866E-001 1 2 3 4 7 8
0.35601926865095772E-001 1 2 5 6 9 10
-0.14605686146911451E-001 1 2 4 5 7 10
-0.14605686146911451E-001 1 2 3 6 8 9
