-1.000000000000000 1 2 3 4 5 6
.6977662544046360E-01 1 2 3 4 7 8
.8582160230275408E-01 1 2 5 6 9 10
-.4056817496477052E-01 1 2 4 5 7 10
-.4056817496477052E-01 1 2 3 6 8 9
.1689555871593048E-03 1 2 3 5 8 10
.1689555871593048E-03 1 2 4 6 7 9
