 # List of spurious nodes in the trial wave function.
 # (Det. Index, FCI Amp., Trial Wfn. Amp., Occupation Numbers ...)

    383 -1.20736082601E-03  7.12324911230E-55    1  3  4  5  6  7 10 12 13 14
    384  1.17910214347E-03 -4.38679671148E-55    1  2  3  4  6  7  8  9 13 14
    385 -1.17910214347E-03  4.38679671148E-55    1  2  3  4  5  7  8 10 13 14
    388 -9.10799089354E-04  3.51181020453E-13    2  3  4  7  8  9 11 12 13 14
    389  9.10799089354E-04 -3.51181020453E-13    1  3  4  7  8 10 11 12 13 14
    392  7.89608596460E-04 -1.59786133103E-61    1  2  3  4  8  9 11 12 13 14
    393 -7.89608596460E-04  1.59786133103E-61    1  2  3  4  7 10 11 12 13 14
    394 -7.71250941849E-04 -1.09395183050E-12    1  2  3  4  5  6 11 12 13 14
    401  6.41966126593E-04 -1.66149172305E-54    1  2  3  4  5  6  8  9 13 14
    402 -6.41966126593E-04  1.66149172305E-54    1  2  3  4  5  6  7 10 13 14
    405  5.30557361759E-04 -4.98372445081E-57    1  2  3  4  6  7 10 11 13 14
    406  5.30557361759E-04 -4.98372445081E-57    1  2  3  4  5  8  9 12 13 14
    409  4.56084822326E-04  4.42835619927E-55    1  2  4  5  6  8  9 11 13 14
    410  4.56084822326E-04  4.42835619927E-55    1  2  3  5  6  7 10 12 13 14
    411 -3.99510592019E-04  1.56946038862E-12    1  2  3  4  5  6  7 12 13 14
    412  3.99510592019E-04 -1.56946038862E-12    1  2  3  4  5  6  8 11 13 14
    415  3.16394531981E-04 -2.10168516825E-57    2  3  4  5  8  9 11 12 13 14
    416  3.16394531981E-04 -2.10168516825E-57    1  3  4  6  7 10 11 12 13 14
    417  2.95767595391E-04 -1.48568363422E-54    1  2  3  4  5  6  8  9 11 14
    418  2.95767595391E-04 -1.48568363422E-54    1  2  3  4  5  6  7 10 12 13
    421  2.46301981093E-04  4.86451172140E-55    1  2  3  4  5  7  8 10 12 13
    422  2.46301981093E-04  4.86451172140E-55    1  2  3  4  6  7  8  9 11 14
    425  2.03780251465E-04 -4.86729703489E-13    1  2  3  4  5  7  8 12 13 14
    426 -2.03780251465E-04  4.86729703489E-13    1  2  3  4  6  7  8 11 13 14
    430 -1.27367958651E-04  4.20581928172E-57    1  2  3  4  6  7 10 11 12 13
    431 -1.27367958651E-04  4.20581928172E-57    1  2  3  4  5  8  9 11 12 14
    440  4.23866327730E-05 -1.23898969969E-57    1  2  4  5  8  9 11 12 13 14
    441  4.23866327730E-05 -1.23898969969E-57    1  2  3  6  7 10 11 12 13 14
