1.000000000000000 1 2 3 4 5 6 7 8 9 10
-.6932411838023467E-01 1 2 3 4 5 6 7 8 11 12
-.6970150231300135E-01 1 2 3 4 5 6 9 10 13 14
.4195229087580942E-01 1 2 3 4 5 6 8 9 11 14
.4195229087580942E-01 1 2 3 4 5 6 7 10 12 13
-.2310609223673683E-01 1 2 3 4 5 7 8 10 12 15
-.2310609223673683E-01 1 2 3 4 6 7 8 9 11 16
-.2094524283771389E-01 1 2 3 4 5 6 7 9 12 14
-.2094524283771389E-01 1 2 3 4 5 6 8 10 11 13
