1.0000000000000000 1 2 3 4 5 6 7 8 9 10
-0.75697577001254721E-001 1 2 3 4 5 6 7 8 11 12
-0.64161766302735831E-001 1 2 3 4 5 6 9 10 13 14
0.37987608678134215E-001 1 2 3 4 5 6 8 9 11 14
0.37987608678134215E-001 1 2 3 4 5 6 7 10 12 13
