-1.000000000000000 1 2 3 4 5 6 7 8 9 10 11 12 13 14
.7228115053340711E-01 1 2 3 4 5 6 7 8 9 10 11 12 15 16
.6262638904964056E-01 1 2 3 4 5 6 7 8 9 10 13 14 17 18
