==================================================================
DETERMINISTIC SIGN STRUCTURE EXAMINATION FOR THE FIXED NODE METHOD
==================================================================
Calculating normalization constants and trial energy...

------------------------------------------------------------------
Normalization Constants
------------------------------------------------------------------
  Exact wave function :    1.0946080687069353     
  Trial wave function :    3.8212741549923865E-002

------------------------------------------------------------------
Threshold Values
------------------------------------------------------------------
  Exact wave function threshold :    9.9999999999999998E-013
  Trial wave function threshold :    9.9999999999999998E-013

------------------------------------------------------------------
Trial Energy
------------------------------------------------------------------
 Trial Energy : -5.35992966214E+02
------------------------------------------------------------------
(Normalised) Wave Function Amplitudes - [determinant] | [fci-wfn] | [trial-wfn]
------------------------------------------------------------------

1110110111111101100000000000           1   5.2026127609000853E-005   5.9210586774549262E-005
1101011111111011100000000000           2  -1.2216541273327635E-006  -1.1633737419794508E-006
1111111101001111100000000000           3  -5.2749357763524602E-005  -5.3538224726626808E-005
1110111001111111010000000000           4  -4.6008064026249022E-006  -3.2522063085654826E-006
1111101101110110110000000000           5   7.2717969051843818E-007  -1.6308149087329113E-007
0111111010011111110000000000           6  -8.0350182208575910E-006  -5.6120229292643245E-006
1011011101110111101000000000           7   5.5121002941675835E-006   8.9143101696763603E-006
1101011100111111101000000000           8   6.3558948296458128E-007   4.8125033589742812E-007
1101101111011100111000000000           9   2.2781227644327510E-007  -1.2184464465506685E-008
1011111111000111100100000000          10   1.1202130073180791E-004   1.4292339886960197E-004
1111011110110110001100000000          11  -9.3954779963794948E-006  -1.0691278559665751E-005
1101101111011011001100000000          12  -3.2547024532505197E-005  -2.7952047958873719E-005
1111001011011111001100000000          13   4.6701412856745514E-005   4.3458282461524029E-005
1111001101101101101100000000          14   6.3884572286837941E-005   5.6596017031887055E-005
1101001110110111101100000000          15   1.3437457322783969E-006   1.2889621886969217E-006
1001101101111110011100000000          16   9.5660788282025506E-006   6.0779536114227699E-006
1110101110011101011100000000          17   2.4986441431060905E-005   3.4356863045711761E-005
1101111100011010111100000000          18  -3.7606783320502563E-005  -3.8658350045121708E-005
1101011100101110111100000000          19   1.0589126127084967E-005   1.3590422698239909E-005
0001111110111001111100000000          20   9.7323710551586369E-007   4.6299848219524136E-007
0011110011101101111100000000          21  -5.3912549217427691E-007  -6.9895432878403193E-007
1011011011010011111100000000          22  -6.8763577303269404E-005  -8.1166774074055412E-005
0111001110110011111100000000          23  -2.3778361613730199E-006  -3.1809750062544875E-006
1011100101110011111100000000          24   2.2921003229658006E-005   2.8890292220696527E-005
1001010110111011111100000000          25   4.6300353628618739E-005   3.4026836720561695E-005
1001111000011111111100000000          26   3.0705151640784312E-005   2.6395510578731299E-005
1111001001111111010010000000          27   7.7350900368106655E-009   6.1808115824900766E-009
1100111101011011110010000000          28   2.2642689466265274E-005   2.8961465802043173E-005
1100111111000111110010000000          29   1.7674391333164489E-005   1.9036701554450684E-005
0010011111110111110010000000          30   7.1798759806108887E-008   1.2774626874398292E-006
0111110111100111001010000000          31  -2.7712568448525442E-005  -2.7831938563366581E-005
0110011111011111001010000000          32  -8.3228105658065356E-005  -6.2953144558062493E-005
0101100111111101101010000000          33   4.9945194913359310E-007   3.0444060149446745E-007
0101011011110111101010000000          34   1.4622292862935947E-005   9.9872678472026670E-006
1110010111111001011010000000          35   2.7925648546983965E-004   2.9990949114285539E-004
1011011011110101011010000000          36   1.5733452423901954E-004   1.6440043360671036E-004
1111110001101101011010000000          37   1.0674848705742540E-004   1.1472091701030493E-004
0110011011111101011010000000          38  -2.5063339328444280E-005  -1.0593960075303876E-005
1111101101010100111010000000          39   1.8288741454940903E-006   6.7945995443481464E-007
1111010110000111111010000000          40  -1.4696382817522928E-004  -1.4443388512977985E-004
0111001111111100100110000000          41  -1.4855897672050938E-005  -1.0574794664419828E-005
1110111010110101010110000000          42   1.3558924383785752E-004   1.2869898690138408E-004
0101101011101111010110000000          43   7.5242007945383219E-007   1.8212343262852060E-005
1110110101110010110110000000          44  -1.8575294984795306E-005  -1.5473493579601936E-005
1111000111110010110110000000          45  -4.3647676165908689E-005  -4.7142027515869530E-005
0101101011110110110110000000          46  -1.7022125087738054E-005  -2.1525234937933109E-005
0101101101101110110110000000          47   2.6026948307488328E-006   4.3389814349714304E-006
1110011101101001110110000000          48  -1.2889387169481316E-005  -1.2433096615939490E-005
1000111001110111110110000000          49  -1.6660763686281222E-006  -1.1247065280496499E-006
1011110111011100001110000000          50  -5.5170950579934403E-006  -2.3989452312991956E-006
1101011001111110001110000000          51   1.4105609496569062E-006   5.1081624752572947E-006
1110111011010101001110000000          52   1.1136192986480479E-006   8.4474523035293544E-007
1100011011111101001110000000          53  -9.7161390801857682E-006  -8.5954215505882173E-006
0110111111000111001110000000          54   1.3773890308363812E-006   4.1108806093808313E-007
1101100001111111001110000000          55  -2.8103554809287716E-005  -2.5508199670514098E-005
0110011111100101101110000000          56  -4.6574154675576162E-006  -5.5930409023723379E-006
0101011011110011101110000000          57  -5.7540746003540291E-006  -3.3342527195494996E-006
0001110111100111101110000000          58  -6.5212487784781582E-007  -2.9026389988083487E-007
0000111101110111101110000000          59   1.1642278129680313E-007   1.2962543616430760E-007
1011010001011111101110000000          60   4.1045437107239622E-005   4.6852973809610293E-005
1111001101101100011110000000          61  -2.1919919056542631E-007   1.6518772535508990E-006
0111111010110001011110000000          62  -7.2734494741975575E-007   1.1924761488375304E-006
1100101001110111011110000000          63   7.0815985850294957E-006   7.9693742620157094E-006
1011011100001111011110000000          64  -2.0003725700603191E-006  -1.8824339224893081E-006
0110110011001111011110000000          65   1.1260633673891280E-007   2.0634041725207254E-007
0110010010111111011110000000          66   7.0581404934821860E-005   5.7164974332570717E-005
0111101001110100111110000000          67  -1.5149900968999763E-006  -1.3512804649070789E-006
1001010111101100111110000000          68   5.3307507190340777E-007   3.1020264169414642E-007
0110101101100101111110000000          69   2.0106068571788739E-006   2.8446109724894510E-006
1000011101011011111110000000          70   9.4467114082548174E-007   8.7910887728545391E-007
1100010100111011111110000000          71  -6.2870934689633644E-006  -5.9548170847236226E-006
1001111101111110100001000000          72  -7.2411064402002298E-006  -1.6506923345499646E-008
0011111101111011100001000000          73   7.8529730896408924E-006   8.4374776847739662E-006
0011110111101111100001000000          74   5.7574527815802148E-005   8.1588015329428921E-005
1111101001111011010001000000          75   1.2703095645138728E-006   1.2865723066539433E-006
1101101111110010110001000000          76   2.1752717158027070E-005   1.7016310612726211E-005
1111001110110110110001000000          77  -3.0454132827677590E-007  -1.5003518586901609E-007
1011111001111001110001000000          78   8.3561973590254404E-005   8.5203530567805731E-005
1111111110010100101001000000          79  -3.0645950336348483E-005  -1.1679628595394679E-005
1111011110110100101001000000          80   1.2603081865162886E-005   1.5506314247779437E-005
0111100111110110101001000000          81  -6.6909213902510416E-005  -5.5934941432513974E-005
1011010111011110101001000000          82   8.6148453147531179E-005   6.4716853270236458E-005
1110110011011101101001000000          83  -1.8486193015695500E-006  -2.2804868973032821E-007
1111110000011111101001000000          84  -1.2022337038849960E-005  -8.6764642473392742E-006
0100111110111110011001000000          85  -7.5172484312752118E-007  -7.7324197250680550E-007
0010011111111110011001000000          86  -5.0878374943272678E-006  -4.4076037547103877E-006
1111111010110001011001000000          87   4.2408407017513725E-005   6.2160674578421295E-005
1111011001011010111001000000          88   2.9965534113487574E-004   2.9315493230363350E-004
1111100011010110111001000000          89  -1.1511535476713575E-005  -2.9069113112978455E-005
1101000110111110111001000000          90   4.1601332017661657E-006   3.4563722285333916E-006
0110111100111001111001000000          91   2.7394445753667404E-007   5.5386947298345831E-007
0011101011011101111001000000          92  -6.2632069125830688E-006  -6.0933558295273065E-006
0010111111010011111001000000          93  -1.2269734450602001E-006  -8.4261371422450097E-007
1111100100011011111001000000          94  -2.5914238337701404E-006  -3.5153605344432045E-006
0001101101111011111001000000          95  -1.4147900540220990E-006  -1.7242653895886302E-006
1111101001000111111001000000          96  -7.8908368612852695E-005  -7.0784796698471916E-005
1110111110100111000101000000          97   2.3471082927389029E-005   1.9600784439565200E-005
1011011010111111000101000000          98   2.2249569816118564E-006   3.6624202604927153E-006
1110111101100110100101000000          99  -1.6260450811564086E-006  -2.4319550928994752E-006
0110111011110110100101000000         100   1.6254961580715397E-005   1.4997025599154688E-005
1010110101111110100101000000         101   7.3486328000974516E-007   1.0591836615968337E-007
1110101111111000010101000000         102  -2.3999639199700590E-005  -2.4435602094658401E-005
0110110110101011110101000000         103   3.4688902598295262E-005   3.0900577971092155E-005
1000111111110110001101000000         104  -6.3906205457816988E-009  -1.1159234094541625E-008
0110100111111011001101000000         105  -3.0201649371922423E-005  -1.8253617312050079E-005
1111001010011111001101000000         106  -3.7007416549452292E-006  -6.3376442587509594E-006
0101111011101100101101000000         107   2.2235518050878707E-007   7.6876926500851313E-008
1111001111010010101101000000         108  -9.3369506914050795E-005  -9.5508839190267035E-005
0011111110011001101101000000         109  -1.9180120157777894E-006  -9.2780037462616616E-007
1001111010010111101101000000         110   2.8630366012933441E-005   2.2077372568503730E-005
1111111010011000011101000000         111  -7.7533499733249185E-005  -6.9615792593718146E-005
0011111110111000011101000000         112  -5.2560377005596962E-007  -1.1833438569306001E-007
1011101001111100011101000000         113   4.0819344344196051E-005   3.3738971463663054E-005
0111111110100010011101000000         114  -4.8357730154432663E-006  -4.2588691101530258E-006
1101011011101010011101000000         115   2.0978113618009499E-005   2.0953437216314589E-005
1000101011110111011101000000         116   9.7388297891469731E-007   9.6704862248336951E-007
1111000011110010111101000000         117   1.4972112429316524E-004   1.4865461696303274E-004
1011010110100110111101000000         118  -1.8829762665660811E-005  -1.9218803409827833E-005
1010011110010110111101000000         119  -3.7760596797258896E-006  -3.0158492931303295E-006
0000111011111001111101000000         120   7.5224769665351420E-009   1.5964344437120313E-009
1101001110100011111101000000         121  -9.2384342318841471E-006  -8.8139663137315568E-006
1101101000110011111101000000         122   4.9359274093725474E-006   3.2059052317436972E-006
1010000110011111111101000000         123   1.7019887130866361E-007   1.8295462910720146E-006
1111011001111110000011000000         124  -4.5457796901111057E-006  -4.3293139477317290E-006
1011111101111001000011000000         125   6.8556505902225223E-007   2.0111617493769322E-006
1001110111011110100011000000         126  -7.8520715581354382E-006  -5.5911133021223775E-006
0110011111110011100011000000         127  -2.7303070781099330E-006  -1.3645388875045101E-006
0101101111011011100011000000         128   1.2720740573168654E-006   1.1462774498158498E-006
1111011011000111100011000000         129  -2.6609175598713388E-004  -2.5830135275911023E-004
1111000110011111100011000000         130  -9.8635964057824437E-008  -7.1678403113432079E-008
1000111111111001010011000000         131   1.3342871386214363E-006   1.0678624318883448E-006
1111001110101101010011000000         132  -2.9245950538933691E-006  -2.2622542647480635E-006
1111001111100011010011000000         133   1.1658122086573970E-006   1.6582838748825270E-006
1111101100100111010011000000         134   1.8443713543400908E-007   1.3820156011857183E-007
0101101111100110110011000000         135   2.0367679467747756E-006   2.5214945507403774E-006
1010111101010110110011000000         136   3.9460418962528947E-006   2.8497597641251144E-006
1111011000100111110011000000         137   2.1088680813929483E-006   2.4260267087682022E-006
1011001011010111110011000000         138   6.5263328488677965E-006   8.8998196870054835E-006
0010110011110111110011000000         139   7.1585746418963355E-006   2.1011680346701210E-006
1100011111101101001011000000         140   1.0296844634351612E-005   8.5987525941105000E-006
1011110101011011001011000000         141  -4.9437197410284220E-005  -4.9922178284863436E-005
1011110111000111001011000000         142   1.7034071558904906E-005   2.6041784483814819E-005
1001011011110101101011000000         143   2.6587428212476675E-005   2.5152524244512170E-005
1001011101101101101011000000         144  -7.3233535022428936E-006  -5.3367731682244607E-006
0111100110010111101011000000         145   2.9083592983380047E-007   2.7925662363084156E-007
0110111101011010011011000000         146  -5.6367878535320627E-006  -4.1220534322751277E-006
1011011001110110011011000000         147   2.4082247316538532E-006   4.3808851608395928E-006
0111000111101110011011000000         148   3.7264479512592327E-005   3.1724693473409457E-005
0111100011011110011011000000         149   2.8479630669616360E-005   1.8148926401964340E-005
1011110001011011011011000000         150   9.0859793694405072E-005   9.9488071713678270E-005
0011011011011011011011000000         151   3.7017038136093921E-005   5.0411385553022298E-005
1001100001111111011011000000         152   1.6758210404279812E-005   1.2708258556955801E-005
1111010110110000111011000000         153  -7.2735966067447543E-005  -7.0097485203662489E-005
0111011001011010111011000000         154  -7.0812199775235267E-005  -7.8753579468411985E-005
1101011100101001111011000000         155   4.0865704645211366E-006   3.1086355435736980E-006
1100010110111001111011000000         156  -1.1421372223265371E-006  -8.5837197471835995E-007
1011011001100101111011000000         157  -1.8337728107533406E-005  -1.9686820451753358E-005
0110001001111101111011000000         158  -8.0520165481531898E-007  -1.4582360926800662E-008
0011110010010111111011000000         159   3.4991762853970070E-006   4.5716143291903785E-006
1110111001001111000111000000         160   1.0245883986006981E-005   8.3573563876103661E-006
0011101111110100100111000000         161  -2.7164779162018514E-006   1.1203830089362989E-007
1101001011111100100111000000         162  -7.6180989330874318E-006  -6.8984923925473565E-006
1110111001010110100111000000         163  -1.7367703534859810E-005  -1.7494382412081929E-005
1010010111110110100111000000         164   4.8672297935035110E-008   6.2043171102681427E-007
0111010110101110100111000000         165  -3.1703614750896562E-005  -3.0285422328940403E-005
1111101001010011100111000000         166   3.9611332317907924E-005   5.4008720274101086E-005
1011001111000111100111000000         167  -2.2606071792530058E-005  -2.7663147479656023E-005
1001100110110111100111000000         168  -5.2363503213626869E-006  -4.2858520817583910E-006
1110110101101010010111000000         169  -7.1192278115844277E-007  -7.9285020783760575E-007
0010110110111011010111000000         170  -5.9533850544086424E-006  -5.6624027312450103E-006
1000110011111011010111000000         171   1.5649112553998742E-006   1.0015093956722934E-006
1011100110011100110111000000         172   1.7037065116880179E-006   5.9958099831044630E-007
1011011100110010110111000000         173   1.1049273722798840E-007   8.3490779831915774E-008
0110110011110010110111000000         174  -3.3157507973761210E-006  -2.3221260620813334E-006
0110010011111010110111000000         175  -2.5472211817975116E-006  -1.7722814849742278E-006
1010011100011110110111000000         176   2.5268907733683632E-007   2.1386248094414060E-007
1110001001111001110111000000         177  -6.9283747898709798E-006  -5.7196822396408568E-006
1010100110110101110111000000         178  -7.0395100307195031E-006  -9.0973236558593624E-006
1110010010001111110111000000         179   3.6689159481539118E-006   2.5357559043351185E-006
1110000000111111110111000000         180   7.8205238443951625E-007   4.8323112663928502E-007
1111101110010001001111000000         181  -1.1203588210443679E-007  -1.6706849182724343E-007
1110110100111001001111000000         182  -2.5450161668428086E-006  -3.3125057709376549E-006
0110000111111011001111000000         183  -2.4064093138408914E-005  -1.4588224756345371E-005
1100111101011000101111000000         184   2.8048775263314692E-009   3.0067103754246262E-010
1101000111101100101111000000         185  -4.8741400685968742E-006  -4.2258441175322265E-006
