# system | Method | VMC_______________ | Var.__________________________________| %Ecorr._| FN-FCIQMC___________________________ | %Ecorr._| %Retrieved__
fe(10e7o)  HF      -1655.9558231089310   1.571200226080E-01 2.511349694055E-03            -1655.9870798775010 2.010510460402e-06
          *SJ      -1656.0127404467371   3.093845324476E-02 4.542804566681E-04            -1656.0129820508330 2.530550582479e-07
          *SJ3     -1656.0153011839816   4.079410576414E-02 5.618431072908E-04            -1656.0156741260005 1.645313035071e-07
          *SJ5     -1656.0238184271807   9.307564800412E-03 1.174968836256E-04            -1656.0242275396229 1.697414628012e-07
          *SJB     -1656.0221559847671   1.214437079931E-02 1.334027377833E-04            -1656.0227536610028 3.642959776704e-07
          *SJB3    -1656.0234479994576   5.550221262767E-03 5.245460260501E-05            -1656.0237240083180 1.281202808478e-07
          *SJB5    -1656.0249530976153   1.960686908804E-04 1.743751065009E-06            -1656.0249590433168 2.089353395937e-08
					
-- benchmark = -1656.024971782
