 1.00000000000E+00    2   3   5   6   7   8   9  10  11 14
 1.00000000000E+00    1   4   5   6   7   8   9  10  12 13
-9.99030150576E-01    3   4   5   6   7   8   9  10  11 12
-9.65435526368E-01    1   2   5   6   7   8   9  10  13 14
 7.16573237177E-01    2   3   5   6   7   8   9  10  11 12
-7.16573237177E-01    1   4   5   6   7   8   9  10  11 12
-7.09311108882E-01    1   3   4   5   6   7   8   9  10 12
 7.09311108882E-01    2   3   4   5   6   7   8   9  10 11
 7.04041280026E-01    1   2   5   6   7   8   9  10  12 13
-7.04041280026E-01    1   2   5   6   7   8   9  10  11 14
-6.97104479617E-01    1   2   4   5   6   7   8   9  10 13
 6.97104479617E-01    1   2   3   5   6   7   8   9  10 14
-6.72676420136E-01    4   5   6   7   8   9  10  11  12 13
 6.72676420136E-01    3   5   6   7   8   9  10  11  12 14
 6.61373426003E-01    2   5   6   7   8   9  10  11  13 14
-6.61373426003E-01    1   5   6   7   8   9  10  12  13 14
 6.54839762205E-01    3   4   5   6   7   8   9  10  12 13
-6.54839762205E-01    3   4   5   6   7   8   9  10  11 14
 6.43556288933E-01    2   3   5   6   7   8   9  10  13 14
-6.43556288933E-01    1   4   5   6   7   8   9  10  13 14
 5.07643372659E-01    1   2   3   5   6   7   8   9  10 12
-5.07643372659E-01    1   2   4   5   6   7   8   9  10 11
-5.04141835897E-01    1   3   5   6   7   8   9  10  12 14
-5.04141835897E-01    2   4   5   6   7   8   9  10  11 13
-4.95858163718E-01    1   4   5   6   7   8   9  10  11 14
-4.95858163718E-01    2   3   5   6   7   8   9  10  12 13
 4.81793103037E-01    1   5   6   7   8   9  10  11  12 14
-4.81793103037E-01    2   5   6   7   8   9  10  11  12 13
-4.68288124382E-01    1   2   5   6   7   8   9  10  11 12
-4.65522534028E-01    1   3   4   5   6   7   8   9  10 14
 4.65522534028E-01    2   3   4   5   6   7   8   9  10 13
-4.59055213909E-01    1   2   3   4   5   6   7   8   9 10
-4.43485633329E-01    3   5   6   7   8   9  10  12  13 14
 4.43485633329E-01    4   5   6   7   8   9  10  11  13 14
-4.10964273077E-01    5   6   7   8   9  10  11  12  13 14
-3.87943716004E-01    3   4   5   6   7   8   9  10  13 14
-3.48001002959E-01    2   3   5   7   8   9  10  11  12 14
-3.48001002959E-01    1   4   6   7   8   9  10  11  12 13
-3.45309310103E-01    1   2   5   7   8   9  10  12  13 14
 3.45309310103E-01    1   2   6   7   8   9  10  11  13 14
 3.37360950851E-01    2   3   4   5   6   7   9  10  11 14
 3.37360950851E-01    1   3   4   5   6   8   9  10  12 13
 3.36447960719E-01    1   2   4   5   6   7   9  10  12 13
 3.36447960719E-01    1   2   3   5   6   8   9  10  11 14
-3.35262422887E-01    1   2   4   5   6   7   9  10  13 14
 3.35262422887E-01    1   2   3   5   6   8   9  10  13 14
 3.34164370120E-01    2   3   4   5   6   7   9  10  11 12
-3.34164370120E-01    1   3   4   5   6   8   9  10  11 12
-3.19081547989E-01    2   3   6   7   8   9  10  11  13 14
-3.19081547989E-01    1   4   5   7   8   9  10  12  13 14
 3.17467433840E-01    3   4   5   7   8   9  10  11  12 14
-3.17467433840E-01    3   4   6   7   8   9  10  11  12 13
 2.53650839674E-01    1   2   3   5   7   8   9  10  12 14
 2.53650839674E-01    1   2   4   6   7   8   9  10  11 13
-2.53254995527E-01    1   2   6   7   8   9  10  11  12 13
 2.53254995527E-01    1   2   5   7   8   9  10  11  12 14
-2.52219604972E-01    1   2   4   5   6   7   9  10  11 14
-2.52219604972E-01    1   2   3   5   6   8   9  10  12 13
-2.44897015934E-01    1   2   4   5   6   7   9  10  11 12
 2.44897015934E-01    1   2   3   5   6   8   9  10  11 12
 2.39584757117E-01    1   2   3   4   5   6   7   9  10 14
-2.39584757117E-01    1   2   3   4   5   6   8   9  10 13
 2.39542375038E-01    2   3   6   7   8   9  10  11  12 13
 2.39542375038E-01    1   4   5   7   8   9  10  11  12 14
 2.38798778425E-01    1   2   3   4   5   6   7   9  10 12
-2.38798778425E-01    1   2   3   4   5   6   8   9  10 11
 2.33980903199E-01    2   3   5   7   8   9  10  12  13 14
 2.33980903199E-01    1   4   6   7   8   9  10  11  13 14
-2.32756952285E-01    2   5   7   8   9  10  11  12  13 14
 2.32756952285E-01    1   6   7   8   9  10  11  12  13 14
-2.32749569245E-01    2   3   4   6   7   8   9  10  11 13
-2.32749569245E-01    1   3   4   5   7   8   9  10  12 14
 2.32405201967E-01    2   4   5   6   7   9  10  11  13 14
 2.32405201967E-01    1   3   5   6   8   9  10  12  13 14
-2.31835148480E-01    2   4   5   6   7   9  10  11  12 13
-2.31835148480E-01    1   3   5   6   8   9  10  11  12 14
-2.26491034709E-01    2   3   4   5   6   7   9  10  12 13
-2.26491034709E-01    1   3   4   5   6   8   9  10  11 14
-2.20970242897E-01    1   3   4   5   6   8   9  10  13 14
 2.20970242897E-01    2   3   4   5   6   7   9  10  13 14
-2.14805147201E-01    4   5   7   8   9  10  11  12  13 14
 2.14805147201E-01    3   6   7   8   9  10  11  12  13 14
-2.08324769345E-01    3   4   5   7   8   9  10  12  13 14
 2.08324769345E-01    3   4   6   7   8   9  10  11  13 14
-1.59088494509E-01    1   2   4   5   7   8   9  10  12 13
-1.59088494509E-01    1   2   3   6   7   8   9  10  11 14
-1.58548839472E-01    2   3   4   5   7   8   9  10  11 12
 1.58548839472E-01    1   3   4   6   7   8   9  10  11 12
-1.52346832236E-01    2   3   5   6   8   9  10  11  13 14
-1.52346832236E-01    1   4   5   6   7   9  10  12  13 14
-1.51891276184E-01    3   4   5   6   8   9  10  11  12 13
 1.51891276184E-01    3   4   5   6   7   9  10  11  12 14
 1.23876478168E-01    1   3   4   6   7   8   9  10  12 13
 1.23876478168E-01    2   3   4   5   7   8   9  10  11 14
-1.23529580511E-01    1   2   4   5   7   8   9  10  13 14
 1.23529580511E-01    1   2   3   6   7   8   9  10  13 14
 1.16859479169E-01    1   4   5   6   8   9  10  11  12 13
 1.16859479169E-01    2   3   5   6   7   9  10  11  12 14
-1.16706334149E-01    1   2   5   6   8   9  10  11  13 14
 1.16706334149E-01    1   2   5   6   7   9  10  12  13 14
 1.15800277989E-01    1   2   4   5   7   8   9  10  11 12
-1.15800277989E-01    1   2   3   6   7   8   9  10  11 12
 1.14975670025E-01    1   4   5   6   7   9  10  11  12 14
 1.14975670025E-01    2   3   5   6   8   9  10  11  12 13
-1.12251325974E-01    1   2   3   4   5   7   8   9  10 12
 1.12251325974E-01    1   2   3   4   6   7   8   9  10 11
-1.10869917404E-01    1   3   4   5   6   7   9  10  12 14
