-1.0000000000000000 1 2 3 4 5 6 7 8 9 10 11 12 13 14
0.10291527994356500 1 2 3 4 5 6 7 8 9 10 11 12 15 16
0.59119426197803193E-001 1 2 3 4 5 6 7 8 9 10 13 14 17 18
-0.42466117093649107E-001 1 2 3 4 5 6 7 8 9 10 12 13 15 18
-0.42466117093649107E-001 1 2 3 4 5 6 7 8 9 10 11 14 16 17
0.20208623276476899E-001 1 2 3 4 5 6 7 8 9 10 11 13 16 18
0.20208623276476899E-001 1 2 3 4 5 6 7 8 9 10 12 14 15 17
