1.000000000000000 1 2 3 4 5 6 7 8 9 10
-.7658703843231647E-01 1 2 3 4 5 6 7 8 11 12
-.6592262437221694E-01 1 2 3 4 5 6 9 10 13 14
.4252513488006916E-01 1 2 3 4 5 6 8 9 11 14
.4252513488006916E-01 1 2 3 4 5 6 7 10 12 13
-.2590778524660342E-01 1 2 3 4 5 7 8 10 12 15
-.2590778524660342E-01 1 2 3 4 6 7 8 9 11 16
