TERM-SELF
  1 1.0023383788652371
  2 1.0097555711942319
  3 0.92380287725658095
  4 1.0023383788652371
  5 0.92380287725658095
  6 0.92380287725658095
  7 1.0097555711942319
  8 0.92380287725658095
  9 1.0097555711942319
  10 1.0097555711942319
TERM-u0
  1 1 2 0.47422448352951813E-001
  1 1 3 0.16206191530348429
  1 1 4 -0.18797233345290384
  1 1 5 -0.31988869267217709E-001
  1 1 6 0.16206191530348429
  1 1 7 -0.56925368969121412E-001
  1 1 8 0.31988869267217709E-001
  1 1 9 0.56925368969121412E-001
  1 1 10 0.47422448352951813E-001
  1 2 1 0.47422448352951813E-001
  1 2 3 -0.12725416343914938E-001
  1 2 4 -0.56925368969121412E-001
  1 2 5 -0.73535404873544985E-001
  1 2 6 0.34287336840750297E-001
  1 2 7 -0.13684242741354419
  1 2 8 0.66375820332188196E-002
  1 2 9 -0.64135064162094482E-002
  1 2 10 -0.10875620956192945E-001
  1 3 1 0.16206191530348429
  1 3 2 -0.12725416343914938E-001
  1 3 4 -0.31988869267217709E-001
  1 3 5 0.99585311413576492E-002
  1 3 6 0.32406384832193236E-002
  1 3 7 -0.78541486437307562E-002
  1 3 8 0.71346928872834711E-001
  1 3 9 0.73535404873544985E-001
  1 3 10 0.34287336840750297E-001
  1 4 1 -0.18797233345290384
  1 4 2 -0.56925368969121412E-001
  1 4 3 -0.31988869267217709E-001
  1 4 5 0.16206191530348429
  1 4 6 -0.31988869267217709E-001
  1 4 7 0.47422448352951813E-001
  1 4 8 -0.16206191530348429
  1 4 9 -0.47422448352951813E-001
  1 4 10 -0.56925368969121412E-001
  1 5 1 -0.31988869267217709E-001
  1 5 2 -0.73535404873544985E-001
  1 5 3 0.99585311413576492E-002
  1 5 4 0.16206191530348429
  1 5 6 -0.71346928872834711E-001
  1 5 7 0.34287336840750297E-001
  1 5 8 -0.32406384832193236E-002
  1 5 9 0.12725416343914938E-001
  1 5 10 -0.66375820332188196E-002
  1 6 1 0.16206191530348429
  1 6 2 0.34287336840750297E-001
  1 6 3 0.32406384832193236E-002
  1 6 4 -0.31988869267217709E-001
  1 6 5 -0.71346928872834711E-001
  1 6 7 -0.73535404873544985E-001
  1 6 8 -0.99585311413576492E-002
  1 6 9 0.66375820332188196E-002
  1 6 10 -0.12725416343914938E-001
  1 7 1 -0.56925368969121412E-001
  1 7 2 -0.13684242741354419
  1 7 3 -0.78541486437307562E-002
  1 7 4 0.47422448352951813E-001
  1 7 5 0.34287336840750297E-001
  1 7 6 -0.73535404873544985E-001
  1 7 8 0.12725416343914938E-001
  1 7 9 0.10875620956192945E-001
  1 7 10 0.64135064162094482E-002
  1 8 1 0.31988869267217709E-001
  1 8 2 0.66375820332188196E-002
  1 8 3 0.71346928872834711E-001
  1 8 4 -0.16206191530348429
  1 8 5 -0.32406384832193236E-002
  1 8 6 -0.99585311413576492E-002
  1 8 7 0.12725416343914938E-001
  1 8 9 0.34287336840750297E-001
  1 8 10 0.73535404873544985E-001
  1 9 1 0.56925368969121412E-001
  1 9 2 -0.64135064162094482E-002
  1 9 3 0.73535404873544985E-001
  1 9 4 -0.47422448352951813E-001
  1 9 5 0.12725416343914938E-001
  1 9 6 0.66375820332188196E-002
  1 9 7 0.10875620956192945E-001
  1 9 8 0.34287336840750297E-001
  1 9 10 0.13684242741354419
  1 10 1 0.47422448352951813E-001
  1 10 2 -0.10875620956192945E-001
  1 10 3 0.34287336840750297E-001
  1 10 4 -0.56925368969121412E-001
  1 10 5 -0.66375820332188196E-002
  1 10 6 -0.12725416343914938E-001
  1 10 7 0.64135064162094482E-002
  1 10 8 0.73535404873544985E-001
  1 10 9 0.13684242741354419
TERM-ud
  1 1 2 0.58075894987527910E-001
  1 1 3 -0.55260050165709847E-002
  1 1 4 0.53548253428666679E-002
  1 1 5 -0.18843073094943787E-001
  1 1 6 -0.55260050165709847E-002
  1 1 7 -0.17255462470457880E-001
  1 1 8 0.18843073094943787E-001
  1 1 9 0.17255462470457880E-001
  1 1 10 0.58075894987527910E-001
  1 2 1 0.58075894987527910E-001
  1 2 3 -0.22372567055877854E-001
  1 2 4 -0.17255462470457880E-001
  1 2 5 0.11355940556068575
  1 2 6 -0.40947301355724747E-002
  1 2 7 0.82270333450700853E-001
  1 2 8 0.34198991187841442E-001
  1 2 9 -0.46076373091434156E-001
  1 2 10 -0.21096537489953680E-001
  1 3 1 -0.55260050165709847E-002
  1 3 2 -0.22372567055877854E-001
  1 3 4 -0.18843073094943787E-001
  1 3 5 0.14802166482804999E-001
  1 3 6 0.29004732130559527E-001
  1 3 7 -0.34073076316831492E-001
  1 3 8 0.88953987302036644E-001
  1 3 9 -0.11355940556068575
  1 3 10 -0.40947301355724747E-002
  1 4 1 0.53548253428666679E-002
  1 4 2 -0.17255462470457880E-001
  1 4 3 -0.18843073094943787E-001
  1 4 5 -0.55260050165709847E-002
  1 4 6 -0.18843073094943787E-001
  1 4 7 0.58075894987527910E-001
  1 4 8 0.55260050165709847E-002
  1 4 9 -0.58075894987527910E-001
  1 4 10 -0.17255462470457880E-001
  1 5 1 -0.18843073094943787E-001
  1 5 2 0.11355940556068575
  1 5 3 0.14802166482804999E-001
  1 5 4 -0.55260050165709847E-002
  1 5 6 -0.88953987302036644E-001
  1 5 7 -0.40947301355724747E-002
  1 5 8 -0.29004732130559527E-001
  1 5 9 0.22372567055877854E-001
  1 5 10 -0.34198991187841442E-001
  1 6 1 -0.55260050165709847E-002
  1 6 2 -0.40947301355724747E-002
  1 6 3 0.29004732130559527E-001
  1 6 4 -0.18843073094943787E-001
  1 6 5 -0.88953987302036644E-001
  1 6 7 0.11355940556068575
  1 6 8 -0.14802166482804999E-001
  1 6 9 0.34198991187841442E-001
  1 6 10 -0.22372567055877854E-001
  1 7 1 -0.17255462470457880E-001
  1 7 2 0.82270333450700853E-001
  1 7 3 -0.34073076316831492E-001
  1 7 4 0.58075894987527910E-001
  1 7 5 -0.40947301355724747E-002
  1 7 6 0.11355940556068575
  1 7 8 0.22372567055877854E-001
  1 7 9 0.21096537489953680E-001
  1 7 10 0.46076373091434156E-001
  1 8 1 0.18843073094943787E-001
  1 8 2 0.34198991187841442E-001
  1 8 3 0.88953987302036644E-001
  1 8 4 0.55260050165709847E-002
  1 8 5 -0.29004732130559527E-001
  1 8 6 -0.14802166482804999E-001
  1 8 7 0.22372567055877854E-001
  1 8 9 -0.40947301355724747E-002
  1 8 10 -0.11355940556068575
  1 9 1 0.17255462470457880E-001
  1 9 2 -0.46076373091434156E-001
  1 9 3 -0.11355940556068575
  1 9 4 -0.58075894987527910E-001
  1 9 5 0.22372567055877854E-001
  1 9 6 0.34198991187841442E-001
  1 9 7 0.21096537489953680E-001
  1 9 8 -0.40947301355724747E-002
  1 9 10 -0.82270333450700853E-001
  1 10 1 0.58075894987527910E-001
  1 10 2 -0.21096537489953680E-001
  1 10 3 -0.40947301355724747E-002
  1 10 4 -0.17255462470457880E-001
  1 10 5 -0.34198991187841442E-001
  1 10 6 -0.22372567055877854E-001
  1 10 7 0.46076373091434156E-001
  1 10 8 -0.11355940556068575
  1 10 9 -0.82270333450700853E-001
TERM-d0
  2 1 2 0.47422448352951813E-001
  2 1 3 0.16206191530348429
  2 1 4 -0.18797233345290384
  2 1 5 -0.31988869267217709E-001
  2 1 6 0.16206191530348429
  2 1 7 -0.56925368969121412E-001
  2 1 8 0.31988869267217709E-001
  2 1 9 0.56925368969121412E-001
  2 1 10 0.47422448352951813E-001
  2 2 1 0.47422448352951813E-001
  2 2 3 -0.12725416343914938E-001
  2 2 4 -0.56925368969121412E-001
  2 2 5 -0.73535404873544985E-001
  2 2 6 0.34287336840750297E-001
  2 2 7 -0.13684242741354419
  2 2 8 0.66375820332188196E-002
  2 2 9 -0.64135064162094482E-002
  2 2 10 -0.10875620956192945E-001
  2 3 1 0.16206191530348429
  2 3 2 -0.12725416343914938E-001
  2 3 4 -0.31988869267217709E-001
  2 3 5 0.99585311413576492E-002
  2 3 6 0.32406384832193236E-002
  2 3 7 -0.78541486437307562E-002
  2 3 8 0.71346928872834711E-001
  2 3 9 0.73535404873544985E-001
  2 3 10 0.34287336840750297E-001
  2 4 1 -0.18797233345290384
  2 4 2 -0.56925368969121412E-001
  2 4 3 -0.31988869267217709E-001
  2 4 5 0.16206191530348429
  2 4 6 -0.31988869267217709E-001
  2 4 7 0.47422448352951813E-001
  2 4 8 -0.16206191530348429
  2 4 9 -0.47422448352951813E-001
  2 4 10 -0.56925368969121412E-001
  2 5 1 -0.31988869267217709E-001
  2 5 2 -0.73535404873544985E-001
  2 5 3 0.99585311413576492E-002
  2 5 4 0.16206191530348429
  2 5 6 -0.71346928872834711E-001
  2 5 7 0.34287336840750297E-001
  2 5 8 -0.32406384832193236E-002
  2 5 9 0.12725416343914938E-001
  2 5 10 -0.66375820332188196E-002
  2 6 1 0.16206191530348429
  2 6 2 0.34287336840750297E-001
  2 6 3 0.32406384832193236E-002
  2 6 4 -0.31988869267217709E-001
  2 6 5 -0.71346928872834711E-001
  2 6 7 -0.73535404873544985E-001
  2 6 8 -0.99585311413576492E-002
  2 6 9 0.66375820332188196E-002
  2 6 10 -0.12725416343914938E-001
  2 7 1 -0.56925368969121412E-001
  2 7 2 -0.13684242741354419
  2 7 3 -0.78541486437307562E-002
  2 7 4 0.47422448352951813E-001
  2 7 5 0.34287336840750297E-001
  2 7 6 -0.73535404873544985E-001
  2 7 8 0.12725416343914938E-001
  2 7 9 0.10875620956192945E-001
  2 7 10 0.64135064162094482E-002
  2 8 1 0.31988869267217709E-001
  2 8 2 0.66375820332188196E-002
  2 8 3 0.71346928872834711E-001
  2 8 4 -0.16206191530348429
  2 8 5 -0.32406384832193236E-002
  2 8 6 -0.99585311413576492E-002
  2 8 7 0.12725416343914938E-001
  2 8 9 0.34287336840750297E-001
  2 8 10 0.73535404873544985E-001
  2 9 1 0.56925368969121412E-001
  2 9 2 -0.64135064162094482E-002
  2 9 3 0.73535404873544985E-001
  2 9 4 -0.47422448352951813E-001
  2 9 5 0.12725416343914938E-001
  2 9 6 0.66375820332188196E-002
  2 9 7 0.10875620956192945E-001
  2 9 8 0.34287336840750297E-001
  2 9 10 0.13684242741354419
  2 10 1 0.47422448352951813E-001
  2 10 2 -0.10875620956192945E-001
  2 10 3 0.34287336840750297E-001
  2 10 4 -0.56925368969121412E-001
  2 10 5 -0.66375820332188196E-002
  2 10 6 -0.12725416343914938E-001
  2 10 7 0.64135064162094482E-002
  2 10 8 0.73535404873544985E-001
  2 10 9 0.13684242741354419
TERM-du
  2 1 2 0.58075894987527910E-001
  2 1 3 -0.55260050165709847E-002
  2 1 4 0.53548253428666679E-002
  2 1 5 -0.18843073094943787E-001
  2 1 6 -0.55260050165709847E-002
  2 1 7 -0.17255462470457880E-001
  2 1 8 0.18843073094943787E-001
  2 1 9 0.17255462470457880E-001
  2 1 10 0.58075894987527910E-001
  2 2 1 0.58075894987527910E-001
  2 2 3 -0.22372567055877854E-001
  2 2 4 -0.17255462470457880E-001
  2 2 5 0.11355940556068575
  2 2 6 -0.40947301355724747E-002
  2 2 7 0.82270333450700853E-001
  2 2 8 0.34198991187841442E-001
  2 2 9 -0.46076373091434156E-001
  2 2 10 -0.21096537489953680E-001
  2 3 1 -0.55260050165709847E-002
  2 3 2 -0.22372567055877854E-001
  2 3 4 -0.18843073094943787E-001
  2 3 5 0.14802166482804999E-001
  2 3 6 0.29004732130559527E-001
  2 3 7 -0.34073076316831492E-001
  2 3 8 0.88953987302036644E-001
  2 3 9 -0.11355940556068575
  2 3 10 -0.40947301355724747E-002
