   2   3   5   6   7   8   9  10  11  14   -1.00000000000E+00  -1.65601329975E+03   1.75387833959E-01
   1   4   5   6   7   8   9  10  12  13   -1.00000000000E+00  -1.65601329975E+03   1.75387833959E-01
   3   4   5   6   7   8   9  10  11  12    9.91492928780E-01  -1.65603456845E+03   1.64760816276E-01
   1   2   5   6   7   8   9  10  13  14    9.57909234834E-01  -1.65602414656E+03   2.05752924107E-01
   2   3   5   6   7   8   9  10  11  12   -7.15932109112E-01  -1.65599492190E+03   3.88591877003E-01
   1   4   5   6   7   8   9  10  11  12    7.15932109112E-01  -1.65599492190E+03   3.88591877003E-01
   1   3   4   5   6   7   8   9  10  12    7.06613607331E-01  -1.65601031895E+03   3.62726729203E-01
   2   3   4   5   6   7   8   9  10  11   -7.06613607331E-01  -1.65601031895E+03   3.62726729203E-01
   1   2   5   6   7   8   9  10  12  13   -7.07155258786E-01  -1.65599208261E+03   4.06197175968E-01
   1   2   5   6   7   8   9  10  11  14    7.07155258786E-01  -1.65599208261E+03   4.06197175968E-01
   1   2   4   5   6   7   8   9  10  13    6.96975110037E-01  -1.65600265730E+03   3.98489122564E-01
   1   2   3   5   6   7   8   9  10  14   -6.96975110037E-01  -1.65600265730E+03   3.98489122564E-01
   4   5   6   7   8   9  10  11  12  13    6.71328082917E-01  -1.65601522445E+03   3.65754346949E-01
   3   5   6   7   8   9  10  11  12  14   -6.71328082917E-01  -1.65601522445E+03   3.65754346949E-01
   2   5   6   7   8   9  10  11  13  14   -6.55931405232E-01  -1.65602826860E+03   3.75318574768E-01
   1   5   6   7   8   9  10  12  13  14    6.55931405232E-01  -1.65602826860E+03   3.75318574768E-01
   3   4   5   6   7   8   9  10  12  13   -6.57290812047E-01  -1.65599384289E+03   3.44692847288E-01
   3   4   5   6   7   8   9  10  11  14    6.57290812047E-01  -1.65599384289E+03   3.44692847288E-01
   2   3   5   6   7   8   9  10  13  14   -6.39856363618E-01  -1.65601733101E+03   3.63383590562E-01
   1   4   5   6   7   8   9  10  13  14    6.39856363618E-01  -1.65601733101E+03   3.63383590562E-01
   1   2   3   5   6   7   8   9  10  12   -5.06793997158E-01  -1.65603740551E+03   5.73800900766E-01
   1   2   4   5   6   7   8   9  10  11    5.06793997158E-01  -1.65603740551E+03   5.73800900766E-01
   1   3   5   6   7   8   9  10  12  14    4.98411746945E-01  -1.65603896354E+03   4.76749021195E-01
   2   4   5   6   7   8   9  10  11  13    4.98411746945E-01  -1.65603896354E+03   4.76749021195E-01
