-1.0000000000000000 1 2 3 4 5 6
0.69993567994002651E-001 1 2 3 4 7 8
0.85501875576835765E-001 1 2 5 6 9 10
-0.40880960373595586E-001 1 2 4 5 7 10
-0.40880960373595586E-001 1 2 3 6 8 9
0.55704645266045358E-002 1 2 3 5 8 10
0.55704645266045358E-002 1 2 4 6 7 9
